,id,nationality,sex,title,content,phrase,sentence,morp,num_morp,prop,qantitative_1,qantitative_2,qantitative_3,fluency_1,fluency_2,fluency_3,vp_ratio,verbal_end,level,score
1,A100000_v01.txt_2.txt,중국,남자,우리 나라의 계절과 날씨,제 나라의 계절은 아주 좋아요. 네 계절이 있습니다. 봄에는 날씨가 좋아요. 꽃이 많이 있습니다. 사람들이 공원에 가서 꽃을 구경해요. 사진을 찍거나 놀라요. 여름에는 아주 더워요. 그래서 사람들이 많이 수영을 하러 수영장에 가요. 여름은 아이스크림 많이 있어요. 사람이 아주 좋아해요. 가을에는 날씨가 쌀쌀해요. 바람이 많이 불러요. 단풍을 필습니다. 그래서 산을 가서 단풍을 구경해요. 겨울에는 아주 춥니다. 눈이 많이 내려요. 그럼 사림들이 눈사람을 만나고 스키장에 가요.,5.0,18.0,제/XPN 나라/NNG +의/JKG 계절/NNG +은/JX 아주/MAG 좋/VA +아요/EF 네/MM 계절/NNG +이/JKS 있/VV +습니다/EF 봄/NNG +에/JKB +는/JX 날씨/NNG +가/JKS 좋/VA +아요/EF 꽃/NNG +이/JKS 많이/MAG 있/VV +습니다/EF 사람/NNG +들/XSN +이/JKS 공원/NNG +에/JKB 가/VV +아서/EC 꽃/NNG +을/JKO 구경/NNG +하/XSV +아요/EF 사진/NNG +을/JKO 찍/VV +거나/EC 놀라/VV +요/EF 여름/NNG +에/JKB +는/JX 아주/MAG 덥/VA +어요/EF 그래서/MAJ 사람/NNG +들/XSN +이/JKS 많이/MAG 수영/NNG +을/JKO 하/VV +러/EC 수영장/NNG +에/JKB 가/VV +아요/EF 여름/NNG +은/JX 아이스크림/NNG 많이/MAG 있/VV +어요/EF 사람/NNG +이/JKS 아주/MAG 좋아하/VV +아요/EF 가을/NNG +에/JKB +는/JX 날씨/NNG +가/JKS 쌀쌀/XR +하/XSA +아요/EF 바람/NNG +이/JKS 많이/MAG 부르/VV +어요/EF 단풍/NNG +을/JKO 필/NNP +었/EP +습니다/EF 그래서/MAJ 산/NNG +을/JKO 가/VV +아서/EC 단풍/NNG +을/JKO 구경/NNG +하/XSV +아요/EF 겨울/NNG +에/JKB +는/JX 아주/MAG 추/VV +ㅂ니다/EF 눈/NNG +이/JKS 많이/MAG 내리/VV +어요/EF 그럼/MAJ 사림/NNG +들/XSN +이/JKS 눈사람/NNG +을/JKO 만나/VV +고/EC 스키장/NNG +에/JKB 가/VV +아요/EF,124.0,+의/JKG +은/JX +이/JKS +에/JKB +는/JX +가/JKS +이/JKS +이/JKS +에/JKB +을/JKO +을/JKO +에/JKB +는/JX +이/JKS +을/JKO +에/JKB +은/JX +이/JKS +에/JKB +는/JX +가/JKS +이/JKS +을/JKO +을/JKO +을/JKO +에/JKB +는/JX +이/JKS +이/JKS +을/JKO +에/JKB,7.294117647058823,1.9375,0.5,-0.3454083675757697,0.1289604234862869,6.408908600112655,0.6,+아요/EF +습니다/EF +아요/EF +습니다/EF +아서/EC +아요/EF +거나/EC +요/EF +어요/EF +러/EC +아요/EF +어요/EF +아요/EF +아요/EF +어요/EF +습니다/EF +아서/EC +아요/EF +ㅂ니다/EF +어요/EF +고/EC +아요/EF,A1,80
2,A100000_v02.txt_1.txt,중국,여자,주말 이야기,어제 명동에 갔습니다. 친구하고 같이 갔습니다. 가게가 많습니다. 옷가게가 있었습니다. 옷이 예쁩니다. 하지마 옷을 사지 않습니다. 식당에 많습니다. 음식이 맛있었습니다. 그래서 명동은 좋아합니다.,1.0,10.0,어제/MAG 명동/NNP +에/JKB 가/VV +았/EP +습니다/EF 친구/NNG +하고/JKB 같이/MAG 가/VV +았/EP +습니다/EF 가게/NNG +가/JKS 많/VA +습니다/EF 옷/NNG +가게/NNG +가/JKS 있/VV +었/EP +습니다/EF 옷/NNG +이/JKS 예쁘/VA +ㅂ니다/EF 하/VV +지/EC +말/VX +아/EC 옷/NNG +을/JKO 사/VV +지/EC 않/VX +습니다/EF 식당/NNG +에/JKB 많/VA +습니다/EF 음식/NNG +이/JKS 맛있/VA +었/EP +습니다/EF 그래서/MAJ 명동/NNP +은/JX 좋아하/VV +ㅂ니다/EF,50.0,+에/JKB +하고/JKB +가/JKS +가/JKS +이/JKS +을/JKO +에/JKB +이/JKS +은/JX,5.555555555555555,2.1739130434782608,0.64,0.566937389041754,0.15454765547353,6.0374334760644,0.2777777777777778,+습니다/EF +습니다/EF +습니다/EF +습니다/EF +ㅂ니다/EF +지/EC +아/EC +지/EC +습니다/EF +습니다/EF +습니다/EF +ㅂ니다/EF,A1,70
3,A100000_v03.txt_1.txt,중국,남자,여행 계획,저는 여행을 제주도에서 갈 싶습니다. 저는 친구 같이 갈 겁니다. 6월 15일 갈 겁니다. 수영을 하고 추구를 합니다. 그리고 친구 같이 라명을 먹습니다. 저는 친구하거 커피숍에서 이야기 해습니다.,1.0,7.0,저/PRON +는/JX 여행/NNG +을/JKO 제주도/NNP +에서/JKB 가/VV +ㄹ/ETM 싶/VX +습니다/EF 저/PRON +는/JX 친구/NNG 같이/JKB 가/VV +ㄹ/ETM 것/NNB +이/VCP +ㅂ니다/EF +월/NNB +일/NNB 가/VV +ㄹ/ETM 것/NNB +이/VCP +ㅂ니다/EF 수영/NNG +을/JKO 하/VV +고/EC 추구/NNG +를/JKO 하/VV +ㅂ니다/EF 그리고/MAJ 친구/NNG 같이/JKB 라명/NNG +을/JKO 먹/VV +습니다/EF 저/PRON +는/JX 친구하거/NNG 커피숍/NNG +에서/JKB 이야기/NNG 해/NNG +었/EP +습니다/EF,50.0,+는/JX +을/JKO +에서/JKB +는/JX +을/JKO +를/JKO +을/JKO +는/JX +에서/JKB,8.333333333333334,1.9230769230769231,0.6,1.305756204560449,0.1776779164060395,5.933917656627142,0.4,+습니다/EF +ㅂ니다/EF +ㅂ니다/EF +고/EC +ㅂ니다/EF +습니다/EF +습니다/EF,A1,50
4,A100001_v01.txt_1.txt,중국,남자,주말 이야기,주말에 도서관에서 공부했어요. 친구하고 노래방에서 노래했어요. 친구하고 식당에서 비빔밥을 먹었어요. 저 친구는 왕친입니다. 도서관에 책을 많습니다. 사람도 많습니다. 도서관에서 책을 읽었어요. 저는 도서관에서 공부를 재미있었어요.,1.0,9.0,주말/NNG +에/JKB 도서관/NNG +에서/JKB 공부/NNG +하/XSV +았/EP +어요/EF 친구/NNG +하고/JC 노래방/NNG +에서/JKB 노래/NNG +하/XSV +았/EP +어요/EF 친구/NNG +하고/JC 식당/NNG +에서/JKB 비빔밥/NNG +을/JKO 먹/VV +었/EP +어요/EF 저/MM 친구/NNG +는/JX 왕친/NNG +이/VCP +ㅂ니다/EF 도서관/NNG +에/JKB 책/NNG +을/JKO 많/VA +습니다/EF 사람/NNG +도/JX 많/VA +습니다/EF 도서관/NNG +에서/JKB 책/NNG +을/JKO 읽/VV +었/EP +어요/EF 저/PRON +는/JX 도서관/NNG +에서/JKB 공부/NNG +를/JKO 재미있/VA +었/EP +어요/EF,57.0,+에/JKB +에서/JKB +하고/JC +에서/JKB +하고/JC +에서/JKB +을/JKO +는/JX +에/JKB +을/JKO +도/JX +에서/JKB +을/JKO +는/JX +에서/JKB +를/JKO,7.125,2.28,0.543859649122807,-0.4034375704319786,0.1335252874290421,6.085780533902144,0.2857142857142857,+어요/EF +어요/EF +어요/EF +ㅂ니다/EF +습니다/EF +습니다/EF +어요/EF +어요/EF,A1,60
5,A100001_v02.txt_1.txt,중국,남자,주말 이야기,어제 저는 학교에 갔습니다. 학교에서 친구하고를 다닙니다. 학교에 학생 식당 있습니다.,1.0,4.0,어제/MAG 저/PRON +는/JX 학교/NNG +에/JKB 가/VV +았/EP +습니다/EF 학교/NNG +에서/JKB 친구/NNG +하/XSV +고/EC +를/JKO 다니/VV +ㅂ니다/EF 학교/NNG +에/JKB 학생/NNG 식당/NNG 있/VV +습니다/EF,22.0,+는/JX +에/JKB +에서/JKB +를/JKO +에/JKB,7.333333333333333,2.0,0.8181818181818182,0.9032595825575198,0.1721982375619619,5.7105199480428,0.5555555555555556,+습니다/EF +고/EC +ㅂ니다/EF +습니다/EF,A1,20
6,A100001_v03.txt_1.txt,나이지리아,남자,여행 계획,이번 여행을 제주도에 가고 싶습니다. 제주도에 친구와 같이 겁니다. 거기에서 아름다 바다 있어서 수영 할 겁니다. 그리고 많이 사진은 찍을 겁니다. 보토를 타고 싶십니다. 그리고 오겹살을 많이 먹을 겁니다. 먹걸리 더 마시지만 조금 마시습니다. 오호에 바다는 생책을 할 겁니다. 비행기로 돌아온했습니다. 제 여행 케획 아주 재미있을 것 끝했습니다.,1.0,11.0,이번/NNG 여행/NNG +을/JKO 제주도/NNP +에/JKB 가/VV +고/EC 싶/VX +습니다/EF 제주도/NNP +에/JKB 친구/NNG +와/JKB 같이/MAG 것/NNB +이/VCP +ㅂ니다/EF 거기/PRON +에서/JKB 아름/MAG +다/MAG 바다/NNG 있/VV +어서/EC 수영/NNG 하/XSV +ㄹ/ETM 것/NNB +이/VCP +ㅂ니다/EF 그리고/MAJ 많이/MAG 사진/NNG +은/JX 찍/VV +을/ETM 것/NNB +이/VCP +ㅂ니다/EF 보토/NNG +를/JKO 타/VV +고/EC 싶/VX +시/EP +ㅂ니다/EF 그리고/MAJ 오겹살/NNG +을/JKO 많이/MAG 먹/VV +을/ETM 것/NNB +이/VCP +ㅂ니다/EF 먹걸리/NNG 더/MAG 마시/VV +지만/EC 조금/MAG 마시/VV +었/EP +습니다/EF 오/NR +호/NNB +에/JKB 바다/NNG +는/JX 생책/NNG +을/JKO 하/VV +ㄹ/ETM 것/NNB +이/VCP +ㅂ니다/EF 비행기/NNG +로/JKB 돌아온/NNG +하/XSV +았/EP +습니다/EF 제/XPN 여행/NNG 케획/NNG 아주/MAG 재미있/VA +을/ETM 것/NNB 끝/NNG +하/XSV +았/EP +습니다/EF,92.0,+을/JKO +에/JKB +에/JKB +와/JKB +에서/JKB +은/JX +를/JKO +을/JKO +에/JKB +는/JX +을/JKO +로/JKB,9.2,1.9166666666666667,0.6304347826086957,1.3628180365782772,0.1764167833154355,6.031212965942718,0.25,+고/EC +습니다/EF +ㅂ니다/EF +어서/EC +ㅂ니다/EF +ㅂ니다/EF +고/EC +ㅂ니다/EF +ㅂ니다/EF +지만/EC +습니다/EF +ㅂ니다/EF +습니다/EF +습니다/EF,A1,70
7,A100002_v01.txt_1.txt,중국,남자,여행 계획,일요일우후세시에 여행을 가고 싶습니다. 학교 앞에 여항을 가고 싶어요. 그리그 한시에 친구하고 명동에서 밥을 먹어서. 30분뒤에 친구하고 지하철을 탈 겁니다. 지하철열에 사람을 많고 매주재미있습니다. 우리 회기 옆에서 버스를 탈 거예요. 1시뒤에 학교 앞에 도작할거에요.,1.0,8.0,일요일우후세/NNG +시/NNB +에/JKB 여행/NNG +을/JKO 가/VV +고/EC 싶/VX +습니다/EF 학교/NNG 앞/NNG +에/JKB 여항/NNG +을/JKO 가/VV +고/EC 싶/VX +어요/EF 그리그/MM 한/MM +시/NNB +에/JKB 친구/NNG +하고/JC 명동/NNP +에서/JKB 밥/NNG +을/JKO 먹/VV +어서/EF +분/NNB +뒤/NNG +에/JKB 친구/NNG +하고/JC 지하철/NNG +을/JKO 타/VV +ㄹ/ETM 것/NNB +이/VCP +ㅂ니다/EF 지하철열/NNG +에/JKB 사람/NNG +을/JKO 많/VA +고/EC 매주재미있/VA +습니다/EF 우리/PRON 회기/NNG 옆/NNG +에서/JKB 버스/NNG +를/JKO 타/VV +ㄹ/ETM 거/NNB +이/VCP +에요/EF +시/NNB +뒤/NNG +에/JKB 학교/NNG 앞/NNG +에/JKB 도작할거에요/NNG,68.0,+에/JKB +을/JKO +에/JKB +을/JKO +에/JKB +하고/JC +에서/JKB +을/JKO +에/JKB +하고/JC +을/JKO +에/JKB +을/JKO +에서/JKB +를/JKO +에/JKB +에/JKB,9.714285714285714,2.125,0.6176470588235294,1.0238714298499472,0.1589052534493368,6.316929577979873,0.3636363636363636,+고/EC +습니다/EF +고/EC +어요/EF +어서/EF +ㅂ니다/EF +고/EC +습니다/EF +에요/EF,A1,50
8,A100002_v02.txt_1.txt,중국,여자,주말 이야기,주말에 명동에 갔습니다. 가게가 있었습니다. 옷가게가 많습니다. 그리고 식당이 많습니다. 음식이 맛있었습니다. 친구하고 쇼팡을 했습니다. 옷이 샀습니다. 그래서 저는 명동에 좋아햅니다. 주마에 재미있었니다.,1.0,10.0,주말/NNG +에/JKB 명동/NNP +에/JKB 가/VV +았/EP +습니다/EF 가게/NNG +가/JKS 있/VV +었/EP +습니다/EF 옷/NNG +가게/NNG +가/JKS 많/VA +습니다/EF 그리고/MAJ 식당/NNG +이/JKS 많/VA +습니다/EF 음식/NNG +이/JKS 맛있/VA +었/EP +습니다/EF 친구/NNG +하고/JC 쇼팡/NNG +을/JKO 하/VV +았/EP +습니다/EF 옷/NNG +이/JKS 사/VV +았/EP +습니다/EF 그래서/MAJ 저/PRON +는/JX 명동/NNP +에/JKB 좋아햅/NNG +ㅂ니다/EF 주마/NNG +에/JKB 재미있었/EP +ㅂ니다/EF,50.0,+에/JKB +에/JKB +가/JKS +가/JKS +이/JKS +이/JKS +하고/JC +을/JKO +이/JKS +는/JX +에/JKB +에/JKB,5.555555555555555,2.1739130434782608,0.62,1.2133543656121255,0.176961288381456,5.864307798118842,0.625,+습니다/EF +습니다/EF +습니다/EF +습니다/EF +습니다/EF +습니다/EF +습니다/EF +ㅂ니다/EF +ㅂ니다/EF,A1,80
9,A100002_v03.txt_1.txt,파키스탄,남자,여행 계획,저는 방학에 제주도에 여행을 하고 싶습니다. 제 동생이 지금 한국에 있어서 함께 갈 겁니다. 비행기 표 비싸서 버스로 갈 겁니다. 제주도에서 수영을 하고 말도 탈 겁니다. 제 동생이 등산을 아주 좋아해서 할아산에 꼭 갈 겁니다. 거기에서 식당이 비싸지만 유명한 음식을 먹을 겁니다. 우리는 거기에서 노래를 부르고 춤을 출 겁니다. 거기에서 사진도 많이 찍을 겁니다.,1.0,9.0,저/PRON +는/JX 방학/NNG +에/JKB 제주도/NNP +에/JKB 여행/NNG +을/JKO 하/VV +고/EC 싶/VX +습니다/EF 제/XPN 동생/NNG +이/JKS 지금/MAG 한국/NNP +에/JKB 있/VV +어서/EC 함께/MAG 가/VV +ㄹ/ETM 것/NNB +이/VCP +ㅂ니다/EF 비행기/NNG 표/NNG 비싸/VA +아서/EC 버스/NNG +로/JKB 가/VV +ㄹ/ETM 것/NNB +이/VCP +ㅂ니다/EF 제주도/NNP +에서/JKB 수영/NNG +을/JKO 하/VV +고/EC 말/NNG +도/JX 타/VV +ㄹ/ETM 것/NNB +이/VCP +ㅂ니다/EF 제/XPN 동생/NNG +이/JKS 등산/NNG +을/JKO 아주/MAG 좋아하/VV +아서/EC 할아산/NNG +에/JKB 꼭/MAG 가/VV +ㄹ/ETM 것/NNB +이/VCP +ㅂ니다/EF 거기/PRON +에서/JKB 식당/NNG +이/JKS 비싸/VA +지만/EC 유명/NNG +하/XSA +ㄴ/ETM 음식/NNG +을/JKO 먹/VV +을/ETM 것/NNB +이/VCP +ㅂ니다/EF 우리/PRON +는/JX 거기/PRON +에서/JKB 노래/NNG +를/JKO 부르/VV +고/EC 춤/NNG +을/JKO 추/VV +ㄹ/ETM 것/NNB +이/VCP +ㅂ니다/EF 거기/PRON +에서/JKB 사진/NNG +도/JX 많이/MAG 찍/VV +을/ETM 것/NNB +이/VCP +ㅂ니다/EF,107.0,+는/JX +에/JKB +에/JKB +을/JKO +이/JKS +에/JKB +로/JKB +에서/JKB +을/JKO +도/JX +이/JKS +을/JKO +에/JKB +에서/JKB +이/JKS +을/JKO +는/JX +에서/JKB +를/JKO +을/JKO +에서/JKB +도/JX,13.375,1.9814814814814812,0.5420560747663551,-0.8071934024600802,0.1255308287159796,6.158977220555204,0.3,+고/EC +습니다/EF +어서/EC +ㅂ니다/EF +아서/EC +ㅂ니다/EF +고/EC +ㅂ니다/EF +아서/EC +ㅂ니다/EF +지만/EC +ㅂ니다/EF +고/EC +ㅂ니다/EF +ㅂ니다/EF,A1,90
10,A100003_v01.txt_1.txt,미국,여자,주말 이야기,우리 집에 갔습니다. 강아지하고 제 집에 갔습니다. 우리가 놀았습니다. 저는 줌을 자지 않았습니다. 집에 제침대를 있습니다. 집에 강아지 침대도 있습니다. 하지만 우리가 줌을 안 잡니다. 그리고 강아지하고 밥을 먹었습니다. 저는 빵을 먹었습니다. 제 강아지가 동물 음식을 먹었습니다. 모두 맛있었습니다. 저는 재미있었습니다.,1.0,13.0,우리/PRON 집/NNG +에/JKB 가/VV +았/EP +습니다/EF 강아지/NNG +하/XSV +고/EC 제/XPN 집/NNG +에/JKB 가/VV +았/EP +습니다/EF 우리/PRON +가/JKS 놀/VV +았/EP +습니다/EF 저/PRON +는/JX 줌/NNG +을/JKO 자/VV +지/EC 않/VX +았/EP +습니다/EF 집/NNG +에/JKB 제침대/NNG +를/JKO 있/VV +습니다/EF 집/NNG +에/JKB 강아지/NNG 침대/NNG +도/JX 있/VV +습니다/EF 하지만/MAJ 우리/PRON +가/JKS 줌/NNG +을/JKO 안/MAG 자/VV +ㅂ니다/EF 그리고/MAJ 강아지/NNG +하/XSV +고/EC 밥/NNG +을/JKO 먹/VV +었/EP +습니다/EF 저/PRON +는/JX 빵/NNG +을/JKO 먹/VV +었/EP +습니다/EF 제/XPN 강아지/NNG +가/JKS 동물/NNG 음식/NNG +을/JKO 먹/VV +었/EP +습니다/EF 모두/MAG 맛있/VA +었/EP +습니다/EF 저/PRON +는/JX 재미있/VA +었/EP +습니다/EF,84.0,+에/JKB +에/JKB +가/JKS +는/JX +을/JKO +에/JKB +를/JKO +에/JKB +도/JX +가/JKS +을/JKO +을/JKO +는/JX +을/JKO +가/JKS +을/JKO +는/JX,7.0,2.048780487804878,0.4404761904761904,0.2023503988972027,0.149403823647101,5.89561952407065,0.0,+습니다/EF +고/EC +습니다/EF +습니다/EF +지/EC +습니다/EF +습니다/EF +습니다/EF +ㅂ니다/EF +고/EC +습니다/EF +습니다/EF +습니다/EF +습니다/EF +습니다/EF,A1,80
